appid,name,developer,publisher,score_rank,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,initialprice,discount,tags,languages,genre
1809540,Nine Sols,RedCandleGames,RedCandleGames,,"500,000 .. 1,000,000",1002,0,592,0,581,2999.0,2999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","English, Simplified Chinese, Traditional Chinese, Japanese, Korean, French, German, Russian, Ukrainian, Portuguese - Brazil, Spanish - Latin America, Italian, Spanish - Spain, Polish","Action, Adventure, Indie"
1385380,Across the Obelisk,Dreamsite Games,"Paradox Interactive, Paradox Arc",,"500,000 .. 1,000,000",4113,17,1759,17,580,1999.0,1999.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing","English, Simplified Chinese, Spanish - Spain, Japanese, Korean, Traditional Chinese, French, German","Adventure, Indie, RPG, Strategy"
911400,Assassin's Creed III Remastered,Ubisoft Entertainment,Ubisoft Entertainment				,,"1,000,000 .. 2,000,000",1518,1,165,1,580,999.0,3999.0,75.0,"Single-player, Partial Controller Support","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Dutch, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure"
489630,"Warhammer 40,000: Gladius - Relics of War",Proxy Studios,Slitherine Ltd.,,"500,000 .. 1,000,000",460,0,252,0,578,3999.0,3999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","English<strong>*</strong>, German, Spanish - Spain, Russian, Simplified Chinese, French<br><strong>*</strong>languages with full audio support",Strategy
992070,Idle Wizard,TwoWizards,TwoWizards,,"200,000 .. 500,000",16297,0,1635,0,576,0.0,0.0,0.0,"Single-player, Steam Achievements, In-App Purchases, Steam Cloud","English, Russian, French, German, Spanish - Spain, Portuguese - Brazil, Danish, Polish","Indie, Free To Play"
2014780,X-Plane 12,Laminar Research,Laminar Research,,"100,000 .. 200,000",434,99,619,99,570,5999.0,5999.0,0.0,"Single-player, Multi-player, Co-op, LAN Co-op, Tracked Controller Support, VR Supported, Partial Controller Support, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Portugal, Russian, Simplified Chinese, Korean, Ukrainian<br><strong>*</strong>languages with full audio support",Simulation
1948800,Yi Xian: The Cultivation Card Game,Darksun Studio,Gamera Games,,"500,000 .. 1,000,000",6285,0,1551,0,564,0.0,0.0,0.0,"Single-player, Multi-player, PvP, Online PvP, In-App Purchases","Simplified Chinese, English, Traditional Chinese","Casual, Indie, Strategy, Free To Play"
1898830,VBridger,"PiPuProductions, Serp",PiPuProductions,,"20,000 .. 50,000",0,0,0,0,558,999.0,999.0,0.0,"Single-player, Steam Cloud","English, French, Japanese, German, Russian, Spanish - Latin America","Casual, Animation & Modeling, Utilities"
2069310,RealFlight Evolution,"Horizon Hobby, LLC","Horizon Hobby, LLC",,"20,000 .. 50,000",0,0,0,0,557,6999.0,6999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, VR Supported, Includes level editor, Family Sharing",English<strong>*</strong><br><strong>*</strong>languages with full audio support,"Indie, Racing, Simulation"
668580,Atomic Heart,Mundfish,"Focus Entertainment, 4Divinity",,"1,000,000 .. 2,000,000",1063,0,953,0,554,1979.0,5999.0,67.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Korean, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Italian<strong>*</strong>, Traditional Chinese, Ukrainian<br><strong>*</strong>languages with full audio support","Action, Adventure, RPG"
2217000,Rivals of Aether II,Aether Studios,"Aether Studios, offbrand games",,"200,000 .. 500,000",0,0,0,0,552,2999.0,2999.0,0.0,"Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, In-App Purchases, Remote Play Together, Family Sharing",English,"Action, Indie"
1222690,Dragon Age Inquisition,BioWare,Electronic Arts,,"500,000 .. 1,000,000",3721,77,506,77,551,3999.0,3999.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards","English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian<br><strong>*</strong>languages with full audio support","Action, Adventure, RPG, Strategy"
359870,FINAL FANTASY X/X-2 HD Remaster,Square Enix,Square Enix,,"500,000 .. 1,000,000",1114,401,418,796,550,2999.0,2999.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese<strong>*</strong>, Korean, Traditional Chinese<br><strong>*</strong>languages with full audio support",RPG
1849250,EA SPORTS WRC,Codemasters,Electronic Arts,,"500,000 .. 1,000,000",314,25,415,25,548,4999.0,4999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, VR Supported, Steam Cloud, HDR available","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<br><strong>*</strong>languages with full audio support","Racing, Simulation, Sports"
2288150,ROMANCE OF THE THREE KINGDOMS 8 REMAKE,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,"50,000 .. 100,000",0,0,0,0,544,5999.0,5999.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","English, Simplified Chinese, Traditional Chinese, Japanese<strong>*</strong>, Korean<br><strong>*</strong>languages with full audio support","Simulation, Strategy"
269950,X-Plane 11,Laminar Research,Laminar Research,,"1,000,000 .. 2,000,000",11632,1835,1057,1835,543,2999.0,2999.0,0.0,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Tracked Controller Support, VR Supported, Partial Controller Support, Includes level editor, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Portuguese - Portugal, Russian<br><strong>*</strong>languages with full audio support",Simulation
1007040,EARTH DEFENSE FORCE 5,SANDLOT,D3PUBLISHER,,"500,000 .. 1,000,000",2224,0,874,0,542,5999.0,5999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","English<strong>*</strong>, Japanese<strong>*</strong>, Traditional Chinese<strong>*</strong>, Korean<strong>*</strong><br><strong>*</strong>languages with full audio support",Action
2698780,ContractVille,MYM Games Studios,FiftyEight Studios,,"200,000 .. 500,000",298,0,131,0,542,1999.0,1999.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Captions available, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Arabic, Simplified Chinese, Dutch, Traditional Chinese, Japanese, Korean, Portuguese - Portugal, Russian, Turkish, Swedish, Czech, Polish<br><strong>*</strong>languages with full audio support","Casual, Indie, Simulation, Early Access"
1817190,Marvel’s Spider-Man: Miles Morales,"Insomniac Games, Nixxes Software",PlayStation Publishing LLC,,"1,000,000 .. 2,000,000",699,0,699,0,539,4999.0,4999.0,0.0,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play on TV, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese<strong>*</strong>, Korean, Norwegian, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Swedish, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure"
1875830,Shin Megami Tensei V: Vengeance,ATLUS,SEGA,,"100,000 .. 200,000",2312,1778,3045,1778,538,5999.0,5999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Traditional Chinese, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Turkish, Russian<br><strong>*</strong>languages with full audio support","Adventure, RPG"
2124490,SILENT HILL 2,Bloober Team SA,KONAMI,,"200,000 .. 500,000",606,133,681,175,538,6999.0,6999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Spanish - Latin America, Polish, Russian, Simplified Chinese, Traditional Chinese, Japanese<strong>*</strong>, Korean, Ukrainian, Portuguese - Brazil<br><strong>*</strong>languages with full audio support","Action, Adventure"
898920,Axis & Allies 1942 Online,Beamdog,Beamdog,,"200,000 .. 500,000",130,0,130,0,536,1999.0,1999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Partial Controller Support, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong><br><strong>*</strong>languages with full audio support",Strategy
2239550,Watch Dogs: Legion,Ubisoft Toronto,Ubisoft,,"200,000 .. 500,000",531,0,250,0,531,899.0,5999.0,85.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Captions available, In-App Purchases, Partial Controller Support, HDR available","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Dutch, Japanese<strong>*</strong>, Polish, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Korean, Portuguese - Brazil<strong>*</strong><br><strong>*</strong>languages with full audio support","Action, Adventure"
1162520,Richman10,"Softstar Technology (Beijing) Co.,Ltd",SOFTSTAR ENTERTAINMENT,,"500,000 .. 1,000,000",917,304,607,607,529,1399.0,1399.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","English, Simplified Chinese<strong>*</strong>, Traditional Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support","Casual, Strategy"
994910,Poker Master,NGIN LIMITED,NGIN LIMITED,,"100,000 .. 200,000",188,79,76,79,525,0.0,0.0,0.0,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases","English<strong>*</strong>, Russian, Simplified Chinese, Traditional Chinese, Spanish - Spain, Portuguese - Brazil, Portuguese - Portugal, Spanish - Latin America, Indonesian, French, Italian, German, Turkish, Norwegian, Japanese, Polish, Thai, Swedish, Romanian, Dutch, Vietnamese, Korean<br><strong>*</strong>languages with full audio support","Casual, Massively Multiplayer, Simulation, Strategy, Free To Play"
2212330,Your Only Move Is HUSTLE,Ivy Sly,Ivy Sly,,"1,000,000 .. 2,000,000",510,115,263,115,523,499.0,499.0,0.0,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Family Sharing",English,"Action, Indie, Simulation, Strategy"
2780980,LOCKDOWN Protocol,Mirage Creative Lab,Mirage Creative Lab,,"1,000,000 .. 2,000,000",608,176,518,291,522,999.0,999.0,0.0,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing",English,"Action, Casual, Indie, Strategy, Early Access"
1465460,Infection Free Zone,Jutsu Games,Games Operators,,"200,000 .. 500,000",1256,875,383,875,520,2499.0,2499.0,0.0,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Turkish<br><strong>*</strong>languages with full audio support","Action, Indie, Simulation, Strategy, Early Access"
1584090,Touhou Mystia's Izakaya,"二色幽紫蝶, Re零同人社","二色幽紫蝶, Re零同人社",,"500,000 .. 1,000,000",1188,0,458,0,519,599.0,599.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Simplified Chinese, English, Japanese, Korean, Traditional Chinese","Casual, Indie, RPG, Simulation"
799600,Cosmoteer: Starship Architect & Commander,Walternate Realities,Walternate Realities,,"500,000 .. 1,000,000",3484,41,3358,41,517,1499.0,1999.0,25.0,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Workshop, Steam Cloud, Family Sharing","English, French, German, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Spanish - Spain, Japanese","Simulation, Strategy, Early Access"
1106840,Hydroneer,Foulball Hangover,Foulball Hangover,,"1,000,000 .. 2,000,000",2504,0,1054,0,515,1499.0,1499.0,0.0,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","English<strong>*</strong>, Russian, Portuguese - Brazil, French, German, Turkish, Dutch, Polish, Spanish - Spain, Romanian, Simplified Chinese, Czech, Italian, Korean, Arabic, Japanese, Danish, Norwegian, Swedish<br><strong>*</strong>languages with full audio support","Adventure, Casual, Indie, Simulation, Strategy"
1097430,Book of Yog Idle RPG,元气工作室,元气工作室,,"500,000 .. 1,000,000",719,0,832,0,515,0.0,0.0,0.0,"Single-player, Multi-player, MMO, In-App Purchases","English, Simplified Chinese","Action, Adventure, Casual, Massively Multiplayer, RPG, Simulation, Sports, Strategy, Free To Play, Early Access"
1169040,Necesse,Fair Games ApS,Fair Games ApS,,"500,000 .. 1,000,000",751,1955,475,1955,514,1499.0,1499.0,0.0,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Stats, Family Sharing","English, Russian, Portuguese - Brazil, German, Simplified Chinese, Czech, Japanese, Spanish - Spain, Spanish - Latin America, Traditional Chinese, French, Hungarian, Korean, Turkish, Ukrainian, Italian, Danish, Dutch, Finnish, Norwegian, Polish, Thai","Action, Adventure, Indie, RPG, Early Access"
738520,Breathedge,RedRuins Softworks,"HypeTrain Digital, RedRuins Softworks",,"500,000 .. 1,000,000",363,55,240,55,513,624.0,2499.0,75.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing","English<strong>*</strong>, Russian<strong>*</strong>, French, German, Simplified Chinese, Japanese, Korean, Polish, Portuguese - Brazil, Spanish - Latin America, Turkish<br><strong>*</strong>languages with full audio support","Action, Adventure, Indie, Simulation"
897330,Coloring Pixels,ToastieLabs,ToastieLabs,,"500,000 .. 1,000,000",22381,6637,186,6637,509,0.0,0.0,0.0,"Single-player, Steam Achievements, Steam Cloud",English,"Casual, Indie, Free To Play"
2767520,LurkBait Twitch Fishing,BLAMCAM Interactive,BLAMCAM Interactive,,"0 .. 20,000",0,0,0,0,506,700.0,700.0,0.0,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",English,"Casual, Indie, Simulation, Sports"
2198150,Tiny Glade,Pounce Light,Pounce Light,,"500,000 .. 1,000,000",113,5,115,5,505,1274.0,1499.0,15.0,"Single-player, Partial Controller Support, Steam Cloud, Family Sharing","English, French, German, Spanish - Spain, Japanese, Norwegian, Polish, Portuguese - Brazil, Russian, Swedish, Simplified Chinese, Ukrainian, Italian, Turkish, Korean","Casual, Indie, Simulation"
960170,DJMAX RESPECT V,NEOWIZ,NEOWIZ,,"1,000,000 .. 2,000,000",678,0,400,0,505,4999.0,4999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet, Family Sharing","English, Korean, French, Italian, German, Spanish - Spain, Russian, Japanese, Simplified Chinese, Traditional Chinese, Portuguese - Portugal","Action, Casual, Sports"
859580,Imperator: Rome,Paradox Development Studio,Paradox Interactive,,"500,000 .. 1,000,000",4694,562,1288,562,505,3999.0,3999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","English, French, German, Russian, Simplified Chinese, Spanish - Spain","Simulation, Strategy"
1281630,Anno 1404 - History Edition,Ubisoft Mainz,Ubisoft,,"500,000 .. 1,000,000",757,11,250,11,504,449.0,1499.0,70.0,"Single-player, Multi-player, Co-op, Includes level editor","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Czech, Polish, Russian<strong>*</strong><br><strong>*</strong>languages with full audio support","Simulation, Strategy"
1693980,Dead Space,Motive,Electronic Arts,,"500,000 .. 1,000,000",1162,0,985,0,504,5999.0,5999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, HDR available, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese, Korean, Polish<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America, Traditional Chinese, Portuguese - Brazil<br><strong>*</strong>languages with full audio support","Action, Adventure"
769560,月圆之夜 (Night of Full Moon),Giant Games,Giant Games,,"500,000 .. 1,000,000",1561,0,132,0,503,0.0,0.0,0.0,"Single-player, Steam Achievements, Steam Cloud","English<strong>*</strong>, Simplified Chinese<strong>*</strong>, Traditional Chinese<strong>*</strong>, Japanese, Korean<br><strong>*</strong>languages with full audio support","Adventure, Indie, Strategy, Free To Play"
1437830,Heroes of the Three Kingdoms 2,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.",,"200,000 .. 500,000",145,0,173,0,501,99.0,99.0,0.0,"Single-player, Family Sharing","Simplified Chinese<strong>*</strong>, Traditional Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support","Action, RPG, Simulation, Strategy"
1127500,Mini Motorways,Dinosaur Polo Club,Dinosaur Polo Club,,"500,000 .. 1,000,000",561,32,362,32,499,799.0,999.0,20.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","English, French, Italian, German, Spanish - Spain, Arabic, Dutch, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish","Casual, Indie, Simulation, Strategy"
1683150,Railroader,Giraffe Lab LLC,Giraffe Lab LLC,,"100,000 .. 200,000",890,0,890,0,498,2999.0,2999.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Cloud, Family Sharing",English<strong>*</strong><br><strong>*</strong>languages with full audio support,"Simulation, Strategy, Early Access"
2751000,Prince of Persia The Lost Crown,Ubisoft Montpellier,Ubisoft,,"50,000 .. 100,000",1497,726,1900,726,497,1999.0,3999.0,50.0,"Single-player, Steam Achievements, Full controller support, Captions available","English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Persian<strong>*</strong><br><strong>*</strong>languages with full audio support","Action, Adventure"
756800,Contraband Police,Crazy Rocks,PlayWay S.A.,,"200,000 .. 500,000",609,0,423,0,495,2999.0,2999.0,0.0,"Single-player, Steam Achievements, Full controller support, Stats, Family Sharing","English, French, Italian, German, Spanish - Spain, Simplified Chinese, Polish, Portuguese - Brazil, Russian, Thai, Turkish, Japanese, Traditional Chinese, Spanish - Latin America, Dutch, Korean, Portuguese - Portugal, Ukrainian","Action, Adventure, Simulation"
1451190,Undisputed,Steel City Interactive,Deep Silver,,"500,000 .. 1,000,000",2205,16,1841,16,495,4999.0,4999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Latin America, Spanish - Spain, Polish, Russian, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Simulation, Sports"
784080,MechWarrior 5: Mercenaries,Piranha Games Inc.,Piranha Games Inc.,,"500,000 .. 1,000,000",3021,0,601,0,494,2999.0,2999.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Partial Controller Support, Family Sharing","English<strong>*</strong>, French, German, Russian<br><strong>*</strong>languages with full audio support","Action, Simulation"
1338770,Sniper Ghost Warrior Contracts 2,CI Games,CI Games,,"500,000 .. 1,000,000",515,0,551,0,492,3999.0,3999.0,0.0,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Korean, Polish, Russian, Simplified Chinese<strong>*</strong>, Portuguese - Brazil, Czech, Japanese<br><strong>*</strong>languages with full audio support",Action
1702010,Sengoku Dynasty,Superkami,Toplitz Productions,,"200,000 .. 500,000",669,7,346,7,489,2999.0,2999.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","English, French, German, Spanish - Spain, Russian, Simplified Chinese, Japanese, Ukrainian, Korean, Polish, Portuguese - Brazil, Turkish","Adventure, RPG, Simulation"
1227890,Summer Memories,Dojin Otome,Kagura Games,,"500,000 .. 1,000,000",510,0,528,0,489,1999.0,1999.0,0.0,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","English, Japanese<strong>*</strong>, Simplified Chinese<br><strong>*</strong>languages with full audio support","Adventure, RPG"
1265820,Fights in Tight Spaces,Ground Shatter,Raw Fury,,"100,000 .. 200,000",979,190,197,264,487,499.0,2499.0,80.0,"Single-player, Steam Achievements, Full controller support, Family Sharing","English, French, Spanish - Spain, Japanese, Russian, Simplified Chinese, German","Action, Strategy"
1416920,Chinese Online Game,648工作室,Wise Games,,"100,000 .. 200,000",472,384,378,384,487,999.0,999.0,0.0,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",Simplified Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support,"Indie, RPG, Simulation"
1676840,For The King II,IronOak Games,Curve Games,,"500,000 .. 1,000,000",2000,167,1311,264,485,2499.0,2499.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Ukrainian","Adventure, Indie, RPG, Strategy"
24800,Command & Conquer: Red Alert 3 - Uprising,EA Los Angeles,Electronic Arts,,"500,000 .. 1,000,000",882,179,319,156,484,600.0,600.0,0.0,"Single-player, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Italian<strong>*</strong>, Spanish - Spain<strong>*</strong>, Czech, Hungarian, Polish, Russian<strong>*</strong>, Korean, Thai, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Strategy, Free To Play"
2593370,The Hungry Lamb: Traveling in the Late Ming Dynasty,零创游戏(ZerocreationGame),"零创游戏(ZerocreationGame), 2P Games",,"500,000 .. 1,000,000",314,0,296,0,481,699.0,999.0,30.0,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","Simplified Chinese<strong>*</strong>, Traditional Chinese<strong>*</strong>, English, Japanese<strong>*</strong><br><strong>*</strong>languages with full audio support","Adventure, Indie, RPG"
1377380,Night of the Dead,Jackto Studios,Jackto Studios,,"200,000 .. 500,000",1953,0,762,0,481,1199.0,2999.0,60.0,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Partial Controller Support, Steam Cloud, Family Sharing","English, French, German, Spanish - Spain, Russian, Korean, Simplified Chinese, Portuguese - Brazil, Italian, Arabic, Japanese, Traditional Chinese, Thai, Turkish, Polish, Hungarian","Action, Adventure, Indie, RPG, Simulation"
65540,Gothic 1,Piranha Bytes,THQ Nordic,,"500,000 .. 1,000,000",775,7,67,7,479,1999.0,1999.0,0.0,"Single-player, Family Sharing","English<strong>*</strong>, German<strong>*</strong>, Spanish - Spain, Polish<strong>*</strong>, French, Italian, Czech, Russian<strong>*</strong><br><strong>*</strong>languages with full audio support","Action, RPG"
1601580,Frostpunk 2,11 bit studios,11 bit studios,,"500,000 .. 1,000,000",863,1,629,1,478,4499.0,4499.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese<strong>*</strong>, Turkish, Traditional Chinese, Ukrainian<br><strong>*</strong>languages with full audio support","Simulation, Strategy"
1971650,OCTOPATH TRAVELER II,"Square Enix, ACQUIRE Corp.",Square Enix,,"200,000 .. 500,000",10616,874,5222,874,478,5999.0,5999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese<strong>*</strong>, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",RPG
2239150,Thronefall,GrizzlyGames,GrizzlyGames,,"500,000 .. 1,000,000",454,54,479,54,476,1299.0,1299.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","English, French, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Turkish, Italian, Czech, Korean, Ukrainian","Action, Indie, Strategy"
1545560,Shadow Gambit: The Cursed Crew,Mimimi Games,"Hooded Horse, Mimimi Games",,"200,000 .. 500,000",0,0,0,0,475,1999.0,3999.0,50.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German<strong>*</strong>, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support","RPG, Strategy"
386110,Raywin,Flatline,Volens Nolens Games,,"100,000 .. 200,000",289,0,356,0,474,499.0,499.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",English,"Adventure, Indie, RPG"
