appid,name,developer,publisher,score_rank,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,initialprice,discount,tags,languages,genre
2669320,EA SPORTS FC 25,"EA Canada, EA Romania",Electronic Arts,,"1,000,000 .. 2,000,000",3788,521,2505,280,59423,2099.0,6999.0,70.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases, Remote Play Together, HDR available","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Czech, Danish, Dutch<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Norwegian, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Portuguese - Portugal, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Swedish, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support","Simulation, Sports"
2252570,Football Manager 2024,Sports Interactive,SEGA,,"500,000 .. 1,000,000",27236,2060,7734,1535,53168,5999.0,5999.0,0.0,"Single-player, Multi-player, Steam Achievements, Steam Cloud, Family Sharing","English, French, Italian, German, Spanish - Spain, Danish, Dutch, Greek, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Swedish, Turkish","Simulation, Sports, Strategy"
2878980,NBA 2K25,Visual Concepts,2K,,"200,000 .. 500,000",3792,740,2066,569,26410,6999.0,6999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Simulation, Sports"
2300320,Farming Simulator 25,Giants Software,Giants Software,,"500,000 .. 1,000,000",4637,550,2122,360,20892,4999.0,4999.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Indonesian<br><strong>*</strong>languages with full audio support",Simulation
916440,Anno 1800,Ubisoft Mainz,Ubisoft,,"500,000 .. 1,000,000",3008,240,640,353,13117,599.0,5999.0,90.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Captions available","English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Japanese, Korean, Polish, Russian<strong>*</strong>, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Simulation, Strategy"
1325860,VTube Studio,DenchiSoft,DenchiSoft,,"1,000,000 .. 2,000,000",1686,1,60,1,11525,0.0,0.0,0.0,"Single-player, Steam Workshop","English, Japanese, Simplified Chinese, Traditional Chinese","Indie, Animation & Modeling, Video Production"
2231380,Tom Clancy's Ghost Recon Breakpoint,Ubisoft Paris,Ubisoft,,"500,000 .. 1,000,000",1203,0,691,0,8929,599.0,5999.0,90.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Captions available, Partial Controller Support, HDR available","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Czech, Dutch, Japanese<strong>*</strong>, Korean, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Thai, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure"
2344520,Diablo IV,"Blizzard Entertainment, Inc.","Blizzard Entertainment, Inc.",,"1,000,000 .. 2,000,000",7381,161,5440,161,8172,4999.0,4999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Traditional Chinese<strong>*</strong>, Simplified Chinese<strong>*</strong>, Turkish<br><strong>*</strong>languages with full audio support","Action, RPG"
1874880,Arma Reforger,Bohemia Interactive,Bohemia Interactive,,"500,000 .. 1,000,000",4116,746,2020,573,7575,3999.0,3999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Captions available, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Spain, Ukrainian<br><strong>*</strong>languages with full audio support","Action, Simulation, Strategy"
1283970,YoloMouse - Game Cursor Changer,Dragonrise Games,Dragonrise Games,,"500,000 .. 1,000,000",19514,5223,29155,10442,7113,399.0,399.0,0.0,"Steam Workshop, Includes level editor","English, Simplified Chinese","Animation & Modeling, Design & Illustration, Education, Software Training, Utilities"
1465360,SnowRunner,Saber Interactive,Focus Entertainment,,"500,000 .. 1,000,000",3861,1805,1405,2528,6182,1499.0,2999.0,50.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","Adventure, Simulation"
1778820,TEKKEN 8,Bandai Namco Studios Inc.,Bandai Namco Entertainment,,"1,000,000 .. 2,000,000",3788,1214,1740,2428,5608,6999.0,6999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Polish, Russian, Thai, Spanish - Latin America<br><strong>*</strong>languages with full audio support",Action
1267910,Melvor Idle,Games by Malcs,Jagex Ltd,,"500,000 .. 1,000,000",25369,3529,16915,7058,5533,999.0,999.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish","Adventure, Casual, Indie, RPG"
1812620,DSX,Paliverse,Paliverse,,"500,000 .. 1,000,000",4709,1,2844,2,5245,799.0,799.0,0.0,"Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Steam Leaderboards","English, French, Italian, German, Arabic, Bulgarian, Danish, Dutch, Finnish, Hungarian, Korean, Norwegian, Polish, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Greek, Japanese, Portuguese - Portugal, Vietnamese",Utilities
1401590,Disney Dreamlight Valley,Gameloft,Gameloft,,"500,000 .. 1,000,000",10410,427,8583,816,5121,3999.0,3999.0,0.0,"Single-player, Multi-player, Full controller support, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese, Simplified Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure, Casual, RPG, Simulation"
2338770,NBA 2K24,Visual Concepts,2K,,"1,000,000 .. 2,000,000",2584,412,1036,412,4793,5999.0,5999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Simulation, Sports"
2051620,Enlisted: Reinforced,Darkflow Software,Gaijin Network Ltd,,"500,000 .. 1,000,000",1138,1067,168,1517,4685,0.0,0.0,0.0,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases","English<strong>*</strong>, French, German<strong>*</strong>, Japanese<strong>*</strong>, Korean, Polish, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America<br><strong>*</strong>languages with full audio support","Action, Massively Multiplayer, Free To Play"
690830,Foundation,Polymorph Games,Polymorph Games,,"500,000 .. 1,000,000",1004,238,436,351,4505,3499.0,3499.0,0.0,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","English, French, Italian, German, Spanish - Spain, Russian, Portuguese - Brazil, Simplified Chinese, Japanese, Korean, Polish, Swedish, Turkish, Vietnamese, Czech, Thai, Ukrainian","Indie, Simulation, Strategy"
2437170,SMITE 2,Titan Forge Games,Hi-Rez Studios,,"500,000 .. 1,000,000",891,574,105,830,4338,0.0,0.0,0.0,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases","English<strong>*</strong>, French, German, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Turkish, Spanish - Latin America, Ukrainian<br><strong>*</strong>languages with full audio support","Action, Adventure, Casual, Massively Multiplayer, RPG, Strategy, Free To Play, Early Access"
1677280,Company of Heroes 3,Relic Entertainment,Relic Entertainment,,"500,000 .. 1,000,000",3838,560,1620,1074,4216,5999.0,5999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Stats, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Czech, Korean, Polish, Simplified Chinese, Traditional Chinese, Japanese, Portuguese - Brazil, Turkish<br><strong>*</strong>languages with full audio support","Action, Strategy"
1119730,"Ranch Simulator: Build, Hunt, Farm",Toxic Dog,Excalibur Games,,"1,000,000 .. 2,000,000",632,967,242,164,4184,2499.0,2499.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Steam Cloud, Family Sharing","English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Korean, Polish",Simulation
1258080,Shop Titans,"Kabam Games, Inc.","Kabam Games, Inc.",,"1,000,000 .. 2,000,000",1907,0,149,0,4158,0.0,0.0,0.0,"Single-player, Multi-player, MMO, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Ukrainian","Adventure, Casual, RPG, Simulation, Free To Play"
2221490,Tom Clancy’s The Division 2,Ubisoft,Ubisoft,,"500,000 .. 1,000,000",2214,0,1471,0,4045,749.0,2999.0,75.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Captions available, In-App Purchases, Partial Controller Support, HDR available","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure, RPG"
1147690,NGU IDLE,4G,4G,,"500,000 .. 1,000,000",91543,0,3740,0,3783,0.0,0.0,0.0,"Single-player, Steam Achievements, In-App Purchases, Steam Cloud, Remote Play on Tablet",English,"Adventure, Indie, Simulation, Free To Play"
977400,Cell to Singularity - Evolution Never Ends,Computer Lunch,Computer Lunch,,"1,000,000 .. 2,000,000",12684,0,235,0,3662,0.0,0.0,0.0,"Single-player, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud","English, French, German, Spanish - Spain, Polish, Portuguese - Portugal, Russian, Italian, Japanese, Korean, Simplified Chinese, Traditional Chinese, Arabic, Ukrainian, Thai, Turkish, Vietnamese","Casual, Simulation, Free To Play"
1009850,OVR Advanced Settings,OVRAS Team,OVRAS Team,,"500,000 .. 1,000,000",122937,4239,26148,2053,3421,799.0,799.0,0.0,"Tracked Controller Support, VR Only",English<strong>*</strong><br><strong>*</strong>languages with full audio support,Utilities
2208920,Assassin's Creed Valhalla,Ubisoft Montreal,Ubisoft,,"500,000 .. 1,000,000",3812,0,2500,0,3381,1499.0,5999.0,75.0,"Single-player, Steam Achievements, Captions available, In-App Purchases, Partial Controller Support, HDR available","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Simplified Chinese, Traditional Chinese, Korean, Spanish - Latin America, Japanese<strong>*</strong>, Polish, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong><br><strong>*</strong>languages with full audio support","Action, Adventure, RPG"
1139980,Travellers Rest,Isolated Games,"Isolated Games, IndieArk",,"500,000 .. 1,000,000",587,218,574,218,3296,1205.0,1799.0,33.0,"Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing","English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Turkish, Japanese, Korean, Portuguese - Portugal, Simplified Chinese, Russian, Traditional Chinese, Italian, Dutch, Thai, Ukrainian, Czech, Romanian, Hungarian, Indonesian, Catalan","Adventure, Casual, Indie, RPG, Simulation, Early Access"
1066780,Transport Fever 2,Urban Games,Good Shepherd Entertainment,,"500,000 .. 1,000,000",3812,207,2598,409,3273,3999.0,3999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Workshop, Family Sharing","English<strong>*</strong>, French, German<strong>*</strong>, Spanish - Spain, Japanese, Dutch, Polish, Russian, Traditional Chinese, Simplified Chinese, Italian, Korean, Portuguese - Brazil<br><strong>*</strong>languages with full audio support","Casual, Indie, Simulation, Strategy"
505460,Foxhole,Siege Camp,Siege Camp,,"1,000,000 .. 2,000,000",2410,316,455,604,3130,2999.0,2999.0,0.0,"Multi-player, MMO, PvP, Online PvP, Valve Anti-Cheat enabled","English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support","Action, Indie, Massively Multiplayer, RPG, Strategy"
2369390,Far Cry 6,"Ubisoft Toronto, Ubisoft Montreal, Ubisoft Kyiv, Ubisoft Shanghai, Ubisoft Berlin",Ubisoft,,"500,000 .. 1,000,000",1680,0,1628,0,3002,1499.0,5999.0,75.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Captions available, In-App Purchases, Partial Controller Support, HDR available","English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Arabic, Japanese<strong>*</strong>, Korean, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Thai, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure"
1062090,Timberborn,Mechanistry,Mechanistry,,"1,000,000 .. 2,000,000",1158,0,423,0,3001,3499.0,3499.0,0.0,"Single-player, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Italian, Japanese, Korean, Ukrainian, Thai, Traditional Chinese, Turkish","Indie, Simulation, Strategy, Early Access"
2488620,F1 24,Codemasters,Electronic Arts,,"200,000 .. 500,000",548,367,297,367,2992,6999.0,6999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen, Steam Achievements, Full controller support, VR Supported, Steam Workshop, In-App Purchases, Steam Cloud, HDR available, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Dutch<strong>*</strong>, Japanese<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Polish, Portuguese - Brazil<strong>*</strong><br><strong>*</strong>languages with full audio support","Racing, Sports"
400750,Call to Arms - Gates of Hell: Ostfront,"Barbedwire Studios, Digitalmindsoft",Digitalmindsoft,,"1,000,000 .. 2,000,000",3773,896,712,896,2776,3499.0,3499.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Russian, Simplified Chinese, Italian, Polish, Ukrainian<br><strong>*</strong>languages with full audio support","Action, Simulation, Strategy"
1149460,ICARUS,RocketWerkz,RocketWerkz,,"500,000 .. 1,000,000",2548,2225,1041,2225,2775,3499.0,3499.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Family Sharing","English<strong>*</strong>, French, German, Portuguese - Brazil, Russian, Spanish - Latin America, Japanese, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure, Simulation"
1627720,Lies of P,NEOWIZ,NEOWIZ,,"500,000 .. 1,000,000",5306,505,1371,895,2743,3599.0,5999.0,40.0,"Single-player, Full controller support, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Russian, Japanese, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Polish, Korean, Italian<br><strong>*</strong>languages with full audio support","Action, Adventure, RPG"
2646460,Soulmask,CampFire Studio,Qooland Games,,"200,000 .. 500,000",4017,0,750,0,2581,2999.0,2999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing","English, Simplified Chinese, Spanish - Spain, Russian, Japanese, Traditional Chinese, Korean, French, German, Portuguese - Brazil","Adventure, Indie, Massively Multiplayer, RPG, Simulation, Early Access"
784150,Workers & Resources: Soviet Republic,3Division,Hooded Horse,,"500,000 .. 1,000,000",5480,75,1469,75,2558,3999.0,3999.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing","English, French, German, Polish, Russian, Simplified Chinese, Spanish - Spain, Italian, Japanese, Portuguese - Brazil, Hungarian, Korean, Ukrainian, Bulgarian, Traditional Chinese, Turkish, Slovak, Czech","Simulation, Strategy"
1184370,Pathfinder: Wrath of the Righteous - Enhanced Edition,Owlcat Games,"META Publishing, Owlcat Games",,"1,000,000 .. 2,000,000",2922,424,739,589,2552,3999.0,3999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Russian, Simplified Chinese, Italian, Portuguese - Brazil<br><strong>*</strong>languages with full audio support","Action, Adventure, Indie, RPG, Strategy"
1284190,The Planet Crafter,Miju Games,Miju Games,,"1,000,000 .. 2,000,000",2207,0,1856,0,2546,1679.0,2399.0,30.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Simplified Chinese, Russian, Polish, Portuguese - Portugal, Korean, Japanese, Portuguese - Brazil, Italian, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support",Adventure
2537590,Microsoft Flight Simulator 2024,Asobo Studio,Xbox Game Studios,,"100,000 .. 200,000",577,0,863,0,2533,6999.0,6999.0,0.0,"Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Partial Controller Support, HDR available, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Dutch<strong>*</strong>, Finnish<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Norwegian<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Swedish<strong>*</strong>, Turkish<strong>*</strong><br><strong>*</strong>languages with full audio support",Simulation
1328670,Mass Effect Legendary Edition,BioWare,Electronic Arts,,"1,000,000 .. 2,000,000",4355,166,2075,123,2529,5999.0,5999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain, Japanese, Polish, Russian<br><strong>*</strong>languages with full audio support","Action, RPG"
1102190,Monster Train,Shiny Shoe,Good Shepherd Entertainment,,"500,000 .. 1,000,000",3049,90,1541,90,2474,249.0,2499.0,90.0,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","English<strong>*</strong>, French, German, Portuguese - Brazil, Russian, Simplified Chinese<br><strong>*</strong>languages with full audio support",Strategy
1881610,江湖客栈-The Jianghu,『風林火山』工作室,Path,,"50,000 .. 100,000",2461,0,2373,0,2419,0.0,0.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements",Simplified Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support,"Action, Adventure, Indie, Massively Multiplayer, Free To Play"
1244460,Jurassic World Evolution 2,Frontier Developments,Frontier Developments,,"1,000,000 .. 2,000,000",1872,0,452,0,2353,5999.0,5999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, HDR available, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support","Simulation, Strategy"
699130,World War Z,Saber Interactive Inc,Saber Interactive Inc,,"1,000,000 .. 2,000,000",1763,912,374,1716,2333,2999.0,2999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Russian, English<strong>*</strong>, Spanish - Spain, Traditional Chinese, French, Italian, German, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Japanese<br><strong>*</strong>languages with full audio support",Action
1546320,Your Chronicle,Samurai Games,Samurai Games,,"200,000 .. 500,000",29728,11849,35694,11849,2321,0.0,0.0,0.0,"Single-player, Steam Achievements, In-App Purchases, Steam Cloud","English, Japanese, Simplified Chinese","RPG, Free To Play"
427410,Abiotic Factor,Deep Field Games,Playstack,,"500,000 .. 1,000,000",1439,74,718,86,2317,2499.0,2499.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Partial Controller Support, Family Sharing","English<strong>*</strong>, French, German, Portuguese - Brazil, Russian, Japanese, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure, RPG, Simulation, Early Access"
655500,MX Bikes,PiBoSo,PiBoSo,,"1,000,000 .. 2,000,000",9891,1016,11031,1361,2285,3499.0,3499.0,0.0,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Partial Controller Support, Family Sharing",English,"Racing, Simulation, Sports, Early Access"
824270,KovaaK's,KovaaK Games,KovaaK Games,,"200,000 .. 500,000",1511,29,771,36,2244,999.0,999.0,0.0,"Single-player, Steam Achievements, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Family Sharing","English, Portuguese - Brazil, Simplified Chinese, Japanese, Russian, French, German, Arabic, Czech, Hungarian, Indonesian, Korean, Polish, Portuguese - Portugal, Spanish - Latin America, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Action, Indie, Simulation"
2679460,Metaphor: ReFantazio,ATLUS,SEGA,,"500,000 .. 1,000,000",2345,1,2159,1,2240,6999.0,6999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese<strong>*</strong>, Korean, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil<br><strong>*</strong>languages with full audio support","Action, Adventure, RPG"
2161700,Persona 3 Reload,ATLUS,SEGA,,"500,000 .. 1,000,000",2318,2,2770,2,2237,6999.0,6999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support","Adventure, RPG, Strategy"
2427700,Backpack Battles,PlayWithFurcifer,"PlayWithFurcifer, IndieArk",,"500,000 .. 1,000,000",2004,406,987,728,2230,1299.0,1299.0,0.0,"Multi-player, PvP, Online PvP, Full controller support, Steam Cloud, Family Sharing","English, German, Japanese, Korean, Simplified Chinese, Traditional Chinese, French, Portuguese - Brazil, Russian, Spanish - Latin America","Strategy, Early Access"
1239080,Door Kickers 2: Task Force North,KillHouse Games,KillHouse Games,,"200,000 .. 500,000",1370,292,1548,162,2201,2499.0,2499.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Includes level editor, Remote Play Together, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Ukrainian<br><strong>*</strong>languages with full audio support","Action, Indie, Simulation, Strategy"
2103140,Magicraft,波浪游戏 (Wave Game),bilibili,,"500,000 .. 1,000,000",2271,629,1214,899,2199,1599.0,1599.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","English, Simplified Chinese, Traditional Chinese, Japanese, German, Russian, Korean","Action, Adventure, Indie, RPG"
1787090,MyDockFinder,MyDockFinder,MyDockFinder,,"500,000 .. 1,000,000",1627,935,168,935,2144,499.0,499.0,0.0,"Steam Achievements, Steam Workshop, Steam Cloud","English, French, German, Russian, Japanese, Simplified Chinese, Traditional Chinese, Korean, Spanish - Spain, Italian, Ukrainian, Dutch, Portuguese - Portugal, Swedish, Thai, Portuguese - Brazil, Greek, Turkish, Polish, Czech, Bulgarian, Vietnamese, Arabic, Hungarian",Utilities
2135150,Elin,Lafrontier,Lafrontier,,"500,000 .. 1,000,000",3547,9,3256,9,2130,1999.0,1999.0,0.0,"Single-player, Multi-player, Steam Workshop, Family Sharing","English, Japanese, Simplified Chinese","Indie, RPG, Simulation, Strategy, Early Access"
